read_chrom	mate_chrom	chromchrom	strand	properpair	failsqc	suppl	dupl	primary	Count
chr18	GL000232.1	GL000232.1/chr18	.	.	.	OK	OK	SECONDARY	1
chr18	GL000201.1	GL000201.1/chr18	.	.	.	OK	OK	SECONDARY	1
chr18	GL000235.1	GL000235.1/chr18	.	.	.	OK	OK	SECONDARY	1
chr18	GL000248.1	GL000248.1/chr18	.	.	.	OK	OK	SECONDARY	1
chr18	GL000245.1	GL000245.1/chr18	.	.	.	OK	OK	SECONDARY	1
chr18	GL000207.1	GL000207.1/chr18	.	.	.	OK	OK	PRIMARY	2
chr18	GL000236.1	GL000236.1/chr18	.	.	.	OK	OK	PRIMARY	1
chr18	GL000211.1	GL000211.1/chr18	.	.	.	OK	OK	SECONDARY	1
chr18	GL000223.1	GL000223.1/chr18	.	.	.	OK	OK	SECONDARY	1
chr18	GL000193.1	GL000193.1/chr18	.	.	.	OK	OK	SECONDARY	1
chr18	GL000212.1	GL000212.1/chr18	.	.	.	OK	OK	PRIMARY	2
chr18	GL000247.1	GL000247.1/chr18	.	.	.	OK	OK	PRIMARY	1
chr18	GL000212.1	GL000212.1/chr18	.	.	.	OK	OK	SECONDARY	2
chr18	GL000200.1	GL000200.1/chr18	.	.	.	OK	OK	PRIMARY	1
chr18	GL000241.1	GL000241.1/chr18	.	.	.	OK	OK	PRIMARY	1
chr18	GL000208.1	GL000208.1/chr18	.	.	.	OK	OK	SECONDARY	1
chr18	NC_007605	NC_007605/chr18	.	.	.	OK	OK	PRIMARY	1
chr18	GL000227.1	GL000227.1/chr18	.	.	.	OK	OK	SECONDARY	4
chr18	GL000222.1	GL000222.1/chr18	.	.	.	OK	OK	PRIMARY	2
chr19	chr19	=	+-	PROPERPAIR	.	OK	OK	PRIMARY	15422332
chr19	chr9	chr19/chr9	.	.	.	OK	OK	PRIMARY	3297
chr19	chr3	chr19/chr3	.	.	.	OK	OK	PRIMARY	4815
chr19	chr1	chr1/chr19	.	.	.	OK	OK	PRIMARY	6528
chr19	.	.	.	.	.	OK	OK	PRIMARY	19302
.	chr19	.	.	.	.	.	.	.	25915
chr19	chrX	chr19/chrX	.	.	.	OK	OK	PRIMARY	3765
chr19	hs37d5	chr19/hs37d5	.	.	.	OK	OK	PRIMARY	5656
chr19	chr12	chr12/chr19	.	.	.	OK	OK	PRIMARY	4051
chr19	chr6	chr19/chr6	.	.	.	OK	OK	PRIMARY	4357
chr19	chr2	chr19/chr2	.	.	.	OK	OK	PRIMARY	19816
chr19	chr11	chr11/chr19	.	.	.	OK	OK	PRIMARY	3598
chr19	chr15	chr15/chr19	.	.	.	OK	OK	PRIMARY	2518
chr19	chr4	chr19/chr4	.	.	.	OK	OK	PRIMARY	4349
chr19	chr5	chr19/chr5	.	.	.	OK	OK	PRIMARY	4573
chr19	chr8	chr19/chr8	.	.	.	OK	OK	PRIMARY	3612
chr19	chr12	chr12/chr19	.	.	.	OK	OK	SECONDARY	1965
chr19	chr5	chr19/chr5	.	.	.	OK	OK	SECONDARY	2045
chr19	GL000199.1	GL000199.1/chr19	.	.	.	OK	OK	PRIMARY	20
chr19	chr14	chr14/chr19	.	.	.	OK	OK	SECONDARY	1249
chr19	chr3	chr19/chr3	.	.	.	OK	OK	SECONDARY	2276
chr19	chr2	chr19/chr2	.	.	.	OK	OK	SECONDARY	3870
chr19	chr7	chr19/chr7	.	.	.	OK	OK	PRIMARY	4567
chr19	chr18	chr18/chr19	.	.	.	OK	OK	PRIMARY	1847
chr19	chr17	chr17/chr19	.	.	.	OK	OK	PRIMARY	3267
chr19	chr16	chr16/chr19	.	.	.	OK	OK	SECONDARY	1422
chr19	chr19	=	++	.	.	OK	OK	PRIMARY	1806
chr19	chr22	chr19/chr22	.	.	.	OK	OK	PRIMARY	1420
chr19	chr19	=	+-	PROPERPAIR	.	OK	OK	SECONDARY	5240
chr19	chr16	chr16/chr19	.	.	.	OK	OK	PRIMARY	2897
chr19	hs37d5	chr19/hs37d5	.	.	.	OK	OK	SECONDARY	3842
chr19	chr19	=	+-	NO	.	OK	OK	PRIMARY	12150
chr19	chr21	chr19/chr21	.	.	.	OK	OK	PRIMARY	1063
chr19	chr20	chr19/chr20	.	.	.	OK	OK	PRIMARY	1879
chr19	chr19	=	+-	NO	.	OK	OK	SECONDARY	10232
chr19	chr10	chr10/chr19	.	.	.	OK	OK	PRIMARY	3487
chr19	chr19	=	--	.	.	OK	OK	PRIMARY	1780
chr19	chr7	chr19/chr7	.	.	.	OK	OK	SECONDARY	2308
chr19	chr6	chr19/chr6	.	.	.	OK	OK	SECONDARY	2150
chr19	chr14	chr14/chr19	.	.	.	OK	OK	PRIMARY	2564
chr19	chr1	chr1/chr19	.	.	.	OK	OK	SECONDARY	3284
chr19	chr21	chr19/chr21	.	.	.	OK	OK	SECONDARY	569
chr19	chr13	chr13/chr19	.	.	.	OK	OK	SECONDARY	1266
chr19	chrY	chr19/chrY	.	.	.	OK	OK	PRIMARY	231
chr19	chr8	chr19/chr8	.	.	.	OK	OK	SECONDARY	1810
chr19	chr10	chr10/chr19	.	.	.	OK	OK	SECONDARY	1795
chr19	chr9	chr19/chr9	.	.	.	OK	OK	SECONDARY	1655
chr19	chr4	chr19/chr4	.	.	.	OK	OK	SECONDARY	2220
chr19	chr15	chr15/chr19	.	.	.	OK	OK	SECONDARY	1202
chr19	chr18	chr18/chr19	.	.	.	OK	OK	SECONDARY	916
chr19	chr17	chr17/chr19	.	.	.	OK	OK	SECONDARY	1528
chr19	GL000227.1	GL000227.1/chr19	.	.	.	OK	OK	SECONDARY	3
chr19	.	.	.	.	.	OK	OK	SECONDARY	436
chr19	chr11	chr11/chr19	.	.	.	OK	OK	SECONDARY	1822
chr19	GL000227.1	GL000227.1/chr19	.	.	.	OK	OK	PRIMARY	4
chr19	chr19	=	--	.	.	OK	OK	SECONDARY	668
chr19	chr22	chr19/chr22	.	.	.	OK	OK	SECONDARY	741
chr19	chrX	chr19/chrX	.	.	.	OK	OK	SECONDARY	1879
chr19	chr20	chr19/chr20	.	.	.	OK	OK	SECONDARY	960
chr19	GL000219.1	GL000219.1/chr19	.	.	.	OK	OK	PRIMARY	11
chr19	GL000202.1	GL000202.1/chr19	.	.	.	OK	OK	PRIMARY	2
chr19	chr13	chr13/chr19	.	.	.	OK	OK	PRIMARY	2199
chr19	GL000220.1	GL000220.1/chr19	.	.	.	OK	OK	PRIMARY	752
chr19	GL000220.1	GL000220.1/chr19	.	.	.	OK	OK	SECONDARY	2024
chr19	chr19	=	++	.	.	OK	OK	SECONDARY	638
chr19	GL000214.1	GL000214.1/chr19	.	.	.	OK	OK	SECONDARY	13
chr19	GL000224.1	GL000224.1/chr19	.	.	.	OK	OK	PRIMARY	30
chr19	GL000226.1	GL000226.1/chr19	.	.	.	OK	OK	PRIMARY	39
chr19	GL000214.1	GL000214.1/chr19	.	.	.	OK	OK	PRIMARY	20
chr19	chrMT	chr19/chrMT	.	.	.	OK	OK	PRIMARY	17
chr19	GL000195.1	GL000195.1/chr19	.	.	.	OK	OK	PRIMARY	7
chr19	GL000212.1	GL000212.1/chr19	.	.	.	OK	OK	SECONDARY	3
chr19	GL000192.1	GL000192.1/chr19	.	.	.	OK	OK	SECONDARY	10
chr19	GL000219.1	GL000219.1/chr19	.	.	.	OK	OK	SECONDARY	4
chr19	GL000211.1	GL000211.1/chr19	.	.	.	OK	OK	PRIMARY	3
chr19	chrY	chr19/chrY	.	.	.	OK	OK	SECONDARY	38
chr19	GL000236.1	GL000236.1/chr19	.	.	.	OK	OK	SECONDARY	1
chr19	GL000216.1	GL000216.1/chr19	.	.	.	OK	OK	PRIMARY	7
chr19	GL000193.1	GL000193.1/chr19	.	.	.	OK	OK	PRIMARY	10
chr19	GL000194.1	GL000194.1/chr19	.	.	.	OK	OK	PRIMARY	11
chr19	GL000231.1	GL000231.1/chr19	.	.	.	OK	OK	PRIMARY	2
chr19	GL000218.1	GL000218.1/chr19	.	.	.	OK	OK	PRIMARY	5
chr19	GL000237.1	GL000237.1/chr19	.	.	.	OK	OK	SECONDARY	8
chr19	GL000213.1	GL000213.1/chr19	.	.	.	OK	OK	PRIMARY	3
chr19	GL000226.1	GL000226.1/chr19	.	.	.	OK	OK	SECONDARY	14
chr19	GL000192.1	GL000192.1/chr19	.	.	.	OK	OK	PRIMARY	14
chr19	GL000235.1	GL000235.1/chr19	.	.	.	OK	OK	SECONDARY	1
chr19	GL000223.1	GL000223.1/chr19	.	.	.	OK	OK	PRIMARY	5
chr19	GL000217.1	GL000217.1/chr19	.	.	.	OK	OK	PRIMARY	5
chr19	GL000232.1	GL000232.1/chr19	.	.	.	OK	OK	SECONDARY	2
chr19	GL000248.1	GL000248.1/chr19	.	.	.	OK	OK	PRIMARY	3
chr19	GL000224.1	GL000224.1/chr19	.	.	.	OK	OK	SECONDARY	21
chr19	GL000237.1	GL000237.1/chr19	.	.	.	OK	OK	PRIMARY	9
chr19	GL000222.1	GL000222.1/chr19	.	.	.	OK	OK	SECONDARY	1
chr19	GL000202.1	GL000202.1/chr19	.	.	.	OK	OK	SECONDARY	1
chr19	GL000212.1	GL000212.1/chr19	.	.	.	OK	OK	PRIMARY	25
chr19	GL000221.1	GL000221.1/chr19	.	.	.	OK	OK	SECONDARY	4
chr19	GL000223.1	GL000223.1/chr19	.	.	.	OK	OK	SECONDARY	3
chr19	GL000203.1	GL000203.1/chr19	.	.	.	OK	OK	PRIMARY	1
chr19	GL000236.1	GL000236.1/chr19	.	.	.	OK	OK	PRIMARY	1
chr19	GL000215.1	GL000215.1/chr19	.	.	.	OK	OK	PRIMARY	3
chr19	GL000195.1	GL000195.1/chr19	.	.	.	OK	OK	SECONDARY	12
chr19	GL000200.1	GL000200.1/chr19	.	.	.	OK	OK	SECONDARY	2
chr19	GL000211.1	GL000211.1/chr19	.	.	.	OK	OK	SECONDARY	3
chr19	GL000221.1	GL000221.1/chr19	.	.	.	OK	OK	PRIMARY	7
chr19	GL000194.1	GL000194.1/chr19	.	.	.	OK	OK	SECONDARY	2
chr19	GL000248.1	GL000248.1/chr19	.	.	.	OK	OK	SECONDARY	1
chr19	GL000239.1	GL000239.1/chr19	.	.	.	OK	OK	SECONDARY	3
chr19	GL000208.1	GL000208.1/chr19	.	.	.	OK	OK	PRIMARY	134
chr19	GL000218.1	GL000218.1/chr19	.	.	.	OK	OK	SECONDARY	3
chr19	GL000205.1	GL000205.1/chr19	.	.	.	OK	OK	PRIMARY	7
chr19	GL000213.1	GL000213.1/chr19	.	.	.	OK	OK	SECONDARY	1
chr19	GL000217.1	GL000217.1/chr19	.	.	.	OK	OK	SECONDARY	5
chr19	GL000243.1	GL000243.1/chr19	.	.	.	OK	OK	PRIMARY	4
chr19	GL000245.1	GL000245.1/chr19	.	.	.	OK	OK	PRIMARY	3
chr19	GL000232.1	GL000232.1/chr19	.	.	.	OK	OK	PRIMARY	3
chr19	GL000216.1	GL000216.1/chr19	.	.	.	OK	OK	SECONDARY	4
chr19	GL000205.1	GL000205.1/chr19	.	.	.	OK	OK	SECONDARY	5
chr19	GL000225.1	GL000225.1/chr19	.	.	.	OK	OK	PRIMARY	6
chr19	GL000200.1	GL000200.1/chr19	.	.	.	OK	OK	PRIMARY	4
chr19	GL000228.1	GL000228.1/chr19	.	.	.	OK	OK	PRIMARY	4
chr19	GL000241.1	GL000241.1/chr19	.	.	.	OK	OK	PRIMARY	3
chr19	GL000239.1	GL000239.1/chr19	.	.	.	OK	OK	PRIMARY	10
chr19	GL000222.1	GL000222.1/chr19	.	.	.	OK	OK	PRIMARY	1
chr19	GL000191.1	GL000191.1/chr19	.	.	.	OK	OK	SECONDARY	3
chr19	GL000208.1	GL000208.1/chr19	.	.	.	OK	OK	SECONDARY	9
chr19	GL000201.1	GL000201.1/chr19	.	.	.	OK	OK	SECONDARY	1
chr19	GL000199.1	GL000199.1/chr19	.	.	.	OK	OK	SECONDARY	6
chr19	GL000193.1	GL000193.1/chr19	.	.	.	OK	OK	SECONDARY	4
chr19	GL000225.1	GL000225.1/chr19	.	.	.	OK	OK	SECONDARY	4
chr19	NC_007605	NC_007605/chr19	.	.	.	OK	OK	PRIMARY	2
chr19	GL000238.1	GL000238.1/chr19	.	.	.	OK	OK	PRIMARY	1
chr19	GL000234.1	GL000234.1/chr19	.	.	.	OK	OK	PRIMARY	3
chr19	GL000197.1	GL000197.1/chr19	.	.	.	OK	OK	PRIMARY	1
chr19	GL000233.1	GL000233.1/chr19	.	.	.	OK	OK	SECONDARY	1
chr19	GL000229.1	GL000229.1/chr19	.	.	.	OK	OK	PRIMARY	1
chr19	GL000241.1	GL000241.1/chr19	.	.	.	OK	OK	SECONDARY	2
chr19	GL000201.1	GL000201.1/chr19	.	.	.	OK	OK	PRIMARY	1
chr19	GL000209.1	GL000209.1/chr19	.	.	.	OK	OK	PRIMARY	28
chr19	GL000204.1	GL000204.1/chr19	.	.	.	OK	OK	SECONDARY	1
chr19	GL000242.1	GL000242.1/chr19	.	.	.	OK	OK	PRIMARY	1
chr20	hs37d5	chr20/hs37d5	.	.	.	OK	OK	PRIMARY	6870
chr20	chr20	=	+-	PROPERPAIR	.	OK	OK	PRIMARY	16369200
chr20	chr20	=	+-	NO	.	OK	OK	SECONDARY	6247
chr20	hs37d5	chr20/hs37d5	.	.	.	OK	OK	SECONDARY	5126
chr20	.	.	.	.	.	OK	OK	PRIMARY	21430
.	chr20	.	.	.	.	.	.	.	28560
chr20	chr5	chr20/chr5	.	.	.	OK	OK	PRIMARY	3380
chr20	chr4	chr20/chr4	.	.	.	OK	OK	PRIMARY	3363
chr20	chr9	chr20/chr9	.	.	.	OK	OK	PRIMARY	2434
chr20	chr7	chr20/chr7	.	.	.	OK	OK	PRIMARY	3318
chr20	chr8	chr20/chr8	.	.	.	OK	OK	PRIMARY	2779
chr20	chr3	chr20/chr3	.	.	.	OK	OK	PRIMARY	3568
chr20	chr10	chr10/chr20	.	.	.	OK	OK	SECONDARY	1255
chr20	chr2	chr2/chr20	.	.	.	OK	OK	PRIMARY	15071
chr20	chr1	chr1/chr20	.	.	.	OK	OK	PRIMARY	4626
chr20	chr16	chr16/chr20	.	.	.	OK	OK	PRIMARY	1987
chr20	chr17	chr17/chr20	.	.	.	OK	OK	PRIMARY	2147
chr20	chr21	chr20/chr21	.	.	.	OK	OK	PRIMARY	847
chr20	chr4	chr20/chr4	.	.	.	OK	OK	SECONDARY	1522
chr20	chr6	chr20/chr6	.	.	.	OK	OK	PRIMARY	3306
chr20	chr22	chr20/chr22	.	.	.	OK	OK	PRIMARY	1007
chr20	chrX	chr20/chrX	.	.	.	OK	OK	PRIMARY	2979
chr20	chr20	=	+-	NO	.	OK	OK	PRIMARY	8284
chr20	chr11	chr11/chr20	.	.	.	OK	OK	SECONDARY	1121
chr20	chrY	chr20/chrY	.	.	.	OK	OK	PRIMARY	283
chr20	chr9	chr20/chr9	.	.	.	OK	OK	SECONDARY	1071
chr20	chr15	chr15/chr20	.	.	.	OK	OK	PRIMARY	1852
chr20	chr10	chr10/chr20	.	.	.	OK	OK	PRIMARY	2655
chr20	chr12	chr12/chr20	.	.	.	OK	OK	PRIMARY	3013
chr20	chr13	chr13/chr20	.	.	.	OK	OK	PRIMARY	1798
chr20	.	.	.	.	.	OK	OK	SECONDARY	352
chr20	chr18	chr18/chr20	.	.	.	OK	OK	SECONDARY	606
chr20	chr13	chr13/chr20	.	.	.	OK	OK	SECONDARY	839
chr20	chr6	chr20/chr6	.	.	.	OK	OK	SECONDARY	1379
chr20	chr7	chr20/chr7	.	.	.	OK	OK	SECONDARY	1504
chr20	chr12	chr12/chr20	.	.	.	OK	OK	SECONDARY	1309
chr20	chr22	chr20/chr22	.	.	.	OK	OK	SECONDARY	442
chr20	chr5	chr20/chr5	.	.	.	OK	OK	SECONDARY	1434
chr20	chr8	chr20/chr8	.	.	.	OK	OK	SECONDARY	1208
chr20	chr1	chr1/chr20	.	.	.	OK	OK	SECONDARY	2210
chr20	chr15	chr15/chr20	.	.	.	OK	OK	SECONDARY	769
chr20	chr3	chr20/chr3	.	.	.	OK	OK	SECONDARY	1580
chr20	chr16	chr16/chr20	.	.	.	OK	OK	SECONDARY	936
chr20	chrX	chr20/chrX	.	.	.	OK	OK	SECONDARY	1246
chr20	chr20	=	+-	PROPERPAIR	.	OK	OK	SECONDARY	3600
chr20	chr14	chr14/chr20	.	.	.	OK	OK	PRIMARY	1932
chr20	chr11	chr11/chr20	.	.	.	OK	OK	PRIMARY	2576
chr20	chr2	chr2/chr20	.	.	.	OK	OK	SECONDARY	3147
chr20	chr20	=	--	.	.	OK	OK	PRIMARY	828
chr20	chr18	chr18/chr20	.	.	.	OK	OK	PRIMARY	1519
chr20	chr21	chr20/chr21	.	.	.	OK	OK	SECONDARY	463
chr20	chr17	chr17/chr20	.	.	.	OK	OK	SECONDARY	1030
chr20	chr19	chr19/chr20	.	.	.	OK	OK	PRIMARY	1879
chr20	chr19	chr19/chr20	.	.	.	OK	OK	SECONDARY	1042
chr20	GL000204.1	GL000204.1/chr20	.	.	.	OK	OK	SECONDARY	1
chr20	GL000220.1	GL000220.1/chr20	.	.	.	OK	OK	PRIMARY	325
chr20	chr14	chr14/chr20	.	.	.	OK	OK	SECONDARY	916
chr20	chr20	=	++	.	.	OK	OK	PRIMARY	720
chr20	chr20	=	++	.	.	OK	OK	SECONDARY	346
chr20	chr20	=	--	.	.	OK	OK	SECONDARY	318
chr20	GL000222.1	GL000222.1/chr20	.	.	.	OK	OK	PRIMARY	1
chr20	GL000220.1	GL000220.1/chr20	.	.	.	OK	OK	SECONDARY	1250
chr20	GL000211.1	GL000211.1/chr20	.	.	.	OK	OK	PRIMARY	5
chr20	GL000226.1	GL000226.1/chr20	.	.	.	OK	OK	PRIMARY	47
chr20	GL000239.1	GL000239.1/chr20	.	.	.	OK	OK	PRIMARY	4
chr20	GL000237.1	GL000237.1/chr20	.	.	.	OK	OK	PRIMARY	4
chr20	GL000219.1	GL000219.1/chr20	.	.	.	OK	OK	SECONDARY	7
chr20	GL000199.1	GL000199.1/chr20	.	.	.	OK	OK	PRIMARY	24
chr20	GL000195.1	GL000195.1/chr20	.	.	.	OK	OK	SECONDARY	10
chr20	GL000242.1	GL000242.1/chr20	.	.	.	OK	OK	PRIMARY	1
chr20	GL000198.1	GL000198.1/chr20	.	.	.	OK	OK	PRIMARY	3
chr20	GL000219.1	GL000219.1/chr20	.	.	.	OK	OK	PRIMARY	37
chr20	GL000208.1	GL000208.1/chr20	.	.	.	OK	OK	SECONDARY	4
chr20	GL000194.1	GL000194.1/chr20	.	.	.	OK	OK	PRIMARY	7
chr20	GL000193.1	GL000193.1/chr20	.	.	.	OK	OK	SECONDARY	4
chr20	chrMT	chr20/chrMT	.	.	.	OK	OK	PRIMARY	14
chr20	GL000195.1	GL000195.1/chr20	.	.	.	OK	OK	PRIMARY	9
chr20	chrY	chr20/chrY	.	.	.	OK	OK	SECONDARY	61
chr20	GL000234.1	GL000234.1/chr20	.	.	.	OK	OK	PRIMARY	5
chr20	GL000214.1	GL000214.1/chr20	.	.	.	OK	OK	PRIMARY	12
chr20	GL000224.1	GL000224.1/chr20	.	.	.	OK	OK	PRIMARY	10
chr20	GL000216.1	GL000216.1/chr20	.	.	.	OK	OK	SECONDARY	25
chr20	GL000239.1	GL000239.1/chr20	.	.	.	OK	OK	SECONDARY	3
chr20	GL000248.1	GL000248.1/chr20	.	.	.	OK	OK	PRIMARY	1
chr20	GL000205.1	GL000205.1/chr20	.	.	.	OK	OK	PRIMARY	4
chr20	GL000192.1	GL000192.1/chr20	.	.	.	OK	OK	PRIMARY	11
chr20	GL000217.1	GL000217.1/chr20	.	.	.	OK	OK	PRIMARY	12
chr20	GL000192.1	GL000192.1/chr20	.	.	.	OK	OK	SECONDARY	3
chr20	GL000225.1	GL000225.1/chr20	.	.	.	OK	OK	PRIMARY	16
chr20	GL000216.1	GL000216.1/chr20	.	.	.	OK	OK	PRIMARY	37
chr20	GL000231.1	GL000231.1/chr20	.	.	.	OK	OK	PRIMARY	3
chr20	GL000218.1	GL000218.1/chr20	.	.	.	OK	OK	PRIMARY	2
chr20	GL000214.1	GL000214.1/chr20	.	.	.	OK	OK	SECONDARY	2
chr20	GL000217.1	GL000217.1/chr20	.	.	.	OK	OK	SECONDARY	2
chr20	GL000194.1	GL000194.1/chr20	.	.	.	OK	OK	SECONDARY	2
chr20	GL000221.1	GL000221.1/chr20	.	.	.	OK	OK	PRIMARY	4
chr20	GL000224.1	GL000224.1/chr20	.	.	.	OK	OK	SECONDARY	6
chr20	GL000248.1	GL000248.1/chr20	.	.	.	OK	OK	SECONDARY	1
chr20	GL000215.1	GL000215.1/chr20	.	.	.	OK	OK	PRIMARY	1
chr20	GL000241.1	GL000241.1/chr20	.	.	.	OK	OK	SECONDARY	6
chr20	GL000232.1	GL000232.1/chr20	.	.	.	OK	OK	PRIMARY	5
chr20	GL000228.1	GL000228.1/chr20	.	.	.	OK	OK	SECONDARY	1
chr20	GL000244.1	GL000244.1/chr20	.	.	.	OK	OK	SECONDARY	1
chr20	GL000200.1	GL000200.1/chr20	.	.	.	OK	OK	PRIMARY	2
chr20	NC_007605	NC_007605/chr20	.	.	.	OK	OK	PRIMARY	6
chr20	GL000201.1	GL000201.1/chr20	.	.	.	OK	OK	PRIMARY	1
chr20	GL000208.1	GL000208.1/chr20	.	.	.	OK	OK	PRIMARY	3
chr20	GL000226.1	GL000226.1/chr20	.	.	.	OK	OK	SECONDARY	6
chr20	GL000199.1	GL000199.1/chr20	.	.	.	OK	OK	SECONDARY	2
chr20	GL000193.1	GL000193.1/chr20	.	.	.	OK	OK	PRIMARY	5
chr20	GL000241.1	GL000241.1/chr20	.	.	.	OK	OK	PRIMARY	50
chr20	GL000225.1	GL000225.1/chr20	.	.	.	OK	OK	SECONDARY	10
chr20	GL000212.1	GL000212.1/chr20	.	.	.	OK	OK	PRIMARY	5
chr20	GL000245.1	GL000245.1/chr20	.	.	.	OK	OK	PRIMARY	1
chr20	GL000234.1	GL000234.1/chr20	.	.	.	OK	OK	SECONDARY	1
chr20	GL000228.1	GL000228.1/chr20	.	.	.	OK	OK	PRIMARY	4
chr20	GL000221.1	GL000221.1/chr20	.	.	.	OK	OK	SECONDARY	13
chr20	GL000191.1	GL000191.1/chr20	.	.	.	OK	OK	PRIMARY	2
chr20	GL000211.1	GL000211.1/chr20	.	.	.	OK	OK	SECONDARY	1
chr20	GL000237.1	GL000237.1/chr20	.	.	.	OK	OK	SECONDARY	3
chr20	GL000223.1	GL000223.1/chr20	.	.	.	OK	OK	PRIMARY	2
chr20	GL000243.1	GL000243.1/chr20	.	.	.	OK	OK	PRIMARY	1
chr20	GL000191.1	GL000191.1/chr20	.	.	.	OK	OK	SECONDARY	2
chr20	GL000243.1	GL000243.1/chr20	.	.	.	OK	OK	SECONDARY	1
chr20	GL000202.1	GL000202.1/chr20	.	.	.	OK	OK	PRIMARY	2
chr20	GL000223.1	GL000223.1/chr20	.	.	.	OK	OK	SECONDARY	5
chr20	GL000209.1	GL000209.1/chr20	.	.	.	OK	OK	PRIMARY	2
chr20	GL000205.1	GL000205.1/chr20	.	.	.	OK	OK	SECONDARY	3
chr20	GL000213.1	GL000213.1/chr20	.	.	.	OK	OK	SECONDARY	1
chr20	GL000202.1	GL000202.1/chr20	.	.	.	OK	OK	SECONDARY	1
chr20	GL000203.1	GL000203.1/chr20	.	.	.	OK	OK	PRIMARY	1
chr20	GL000218.1	GL000218.1/chr20	.	.	.	OK	OK	SECONDARY	1
chr20	GL000235.1	GL000235.1/chr20	.	.	.	OK	OK	PRIMARY	1
chr20	GL000204.1	GL000204.1/chr20	.	.	.	OK	OK	PRIMARY	1
chr20	GL000227.1	GL000227.1/chr20	.	.	.	OK	OK	SECONDARY	2
chr20	GL000227.1	GL000227.1/chr20	.	.	.	OK	OK	PRIMARY	3
chr20	GL000246.1	GL000246.1/chr20	.	.	.	OK	OK	PRIMARY	1
chr20	NC_007605	NC_007605/chr20	.	.	.	OK	OK	SECONDARY	2
chr20	GL000196.1	GL000196.1/chr20	.	.	.	OK	OK	PRIMARY	1
chr21	chr21	=	+-	PROPERPAIR	.	OK	OK	PRIMARY	10298038
chr21	hs37d5	chr21/hs37d5	.	.	.	OK	OK	PRIMARY	14585
chr21	chr20	chr20/chr21	.	.	.	OK	OK	PRIMARY	847
chr21	chr7	chr21/chr7	.	.	.	OK	OK	PRIMARY	2365
chr21	chr8	chr21/chr8	.	.	.	OK	OK	PRIMARY	1838
chr21	chr2	chr2/chr21	.	.	.	OK	OK	PRIMARY	8783
.	chr21	.	.	.	.	.	.	.	17474
chr21	chr21	=	+-	PROPERPAIR	.	OK	OK	SECONDARY	2200
chr21	chr19	chr19/chr21	.	.	.	OK	OK	PRIMARY	1063
chr21	chr11	chr11/chr21	.	.	.	OK	OK	PRIMARY	1586
chr21	.	.	.	.	.	OK	OK	PRIMARY	12755
chr21	chr1	chr1/chr21	.	.	.	OK	OK	SECONDARY	1433
chr21	chr17	chr17/chr21	.	.	.	OK	OK	PRIMARY	1592
chr21	chr10	chr10/chr21	.	.	.	OK	OK	PRIMARY	1838
chr21	chr22	chr21/chr22	.	.	.	OK	OK	PRIMARY	746
chr21	chr1	chr1/chr21	.	.	.	OK	OK	PRIMARY	3473
chr21	hs37d5	chr21/hs37d5	.	.	.	OK	OK	SECONDARY	11137
chr21	chr20	chr20/chr21	.	.	.	OK	OK	SECONDARY	383
chr21	chrX	chr21/chrX	.	.	.	OK	OK	PRIMARY	2031
chr21	chr16	chr16/chr21	.	.	.	OK	OK	PRIMARY	1454
chr21	chr4	chr21/chr4	.	.	.	OK	OK	PRIMARY	2578
chr21	chr6	chr21/chr6	.	.	.	OK	OK	PRIMARY	1947
chr21	chr18	chr18/chr21	.	.	.	OK	OK	PRIMARY	1196
chr21	chr12	chr12/chr21	.	.	.	OK	OK	PRIMARY	1855
chr21	GL000217.1	GL000217.1/chr21	.	.	.	OK	OK	PRIMARY	218
chr21	chr5	chr21/chr5	.	.	.	OK	OK	PRIMARY	2206
chr21	chr3	chr21/chr3	.	.	.	OK	OK	PRIMARY	2449
chr21	chr5	chr21/chr5	.	.	.	OK	OK	SECONDARY	798
chr21	GL000217.1	GL000217.1/chr21	.	.	.	OK	OK	SECONDARY	77
chr21	chr15	chr15/chr21	.	.	.	OK	OK	PRIMARY	1122
chr21	chr21	=	+-	NO	.	OK	OK	SECONDARY	3721
chr21	chr13	chr13/chr21	.	.	.	OK	OK	PRIMARY	1201
chr21	chr21	=	+-	NO	.	OK	OK	PRIMARY	5880
chr21	chr2	chr2/chr21	.	.	.	OK	OK	SECONDARY	1829
chr21	chr10	chr10/chr21	.	.	.	OK	OK	SECONDARY	816
chr21	chr14	chr14/chr21	.	.	.	OK	OK	SECONDARY	476
chr21	chr11	chr11/chr21	.	.	.	OK	OK	SECONDARY	665
chr21	chr13	chr13/chr21	.	.	.	OK	OK	SECONDARY	453
chr21	chr17	chr17/chr21	.	.	.	OK	OK	SECONDARY	700
chr21	chr6	chr21/chr6	.	.	.	OK	OK	SECONDARY	840
chr21	chr15	chr15/chr21	.	.	.	OK	OK	SECONDARY	466
chr21	chr4	chr21/chr4	.	.	.	OK	OK	SECONDARY	985
chr21	chr12	chr12/chr21	.	.	.	OK	OK	SECONDARY	739
chr21	chr3	chr21/chr3	.	.	.	OK	OK	SECONDARY	907
chr21	chr7	chr21/chr7	.	.	.	OK	OK	SECONDARY	872
chr21	chr16	chr16/chr21	.	.	.	OK	OK	SECONDARY	671
chr21	.	.	.	.	.	OK	OK	SECONDARY	338
chr21	chr9	chr21/chr9	.	.	.	OK	OK	PRIMARY	1862
